CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
480	41540	Salisbury, MD Metro Area	1	1797907174	819422824	694.176	316.381	38.197279	-75.769252                                                                                                          
482	41620	Salt Lake City-Murray, UT Metro Area	1	20184092729	773332526	7793.122	298.585	40.572887	-112.953253                                                                                           
484	41700	San Antonio-New Braunfels, TX Metro Area	1	18941190171	149248849	7313.235	57.625	29.43306	-98.606973                                                                                          
184	41780	Sandusky, OH Metro Area	1	1310508251	1825607819	505.99	704.871	41.519606	-82.794568                                                                                                           
450	41820	Sanford, NC Micro Area	2	660633151	10699612	255.072	4.131	35.476336	-79.172117                                                                                                                
488	41860	San Francisco-Oakland-Fremont, CA Metro Area	1	6396759028	2476945717	2469.803	956.354	37.773718	-122.274432                                                                                   
488	41940	San Jose-Sunnyvale-Santa Clara, CA Metro Area	1	6940482586	38316367	2679.735	14.794	36.908472	-121.371372                                                                                     
490	41980	San Juan-Bayamón-Caguas, PR Metro Area	1	3724970913	1457951261	1438.219	562.918	18.294453	-66.036844                                                                                          
488	42100	Santa Cruz-Watsonville, CA Metro Area	1	1152818088	419720203	445.106	162.055	37.012347	-122.007789                                                                                            
105	42140	Santa Fe, NM Metro Area	1	4947861289	2643021	1910.38	1.02	35.514531	-105.963972                                                                                                               
496	42340	Savannah, GA Metro Area	1	3494184171	565190992	1349.112	218.221	32.109256	-81.273287                                                                                                          
174	42460	Scottsboro, AL Micro Area	2	2792044612	126334711	1078.014	48.778	34.764114	-85.980056                                                                                                         
340	42620	Searcy, AR Micro Area	2	2677959079	20840622	1033.966	8.047	35.255118	-91.753034                                                                                                               
500	42660	Seattle-Tacoma-Bellevue, WA Metro Area	1	15203785310	1135531584	5870.215	438.431	47.490552	-121.833977                                                                                        
370	42680	Sebastian-Vero Beach-West Vero Corridor, FL Metro Area	1	1301606834	295447715	502.553	114.073	27.700528	-80.574789                                                                            
146	42780	Selinsgrove, PA Micro Area	2	851547198	7158854	328.784	2.764	40.755412	-77.07302                                                                                                              
388	42820	Selma, AL Micro Area	2	2534919602	39124772	978.738	15.106	32.333526	-87.11436                                                                                                                 
273	42860	Seneca, SC Micro Area	2	1622797504	121709713	626.566	46.992	34.748766	-83.06154                                                                                                               
464	42900	Seneca Falls, NY Micro Area	2	838372771	172818533	323.698	66.726	42.782294	-76.827088                                                                                                         
315	42940	Sevierville, TN Micro Area	2	1534615545	13412243	592.518	5.178	35.787822	-83.5249                                                                                                             
294	42980	Seymour, IN Micro Area	2	1320837986	10172528	509.978	3.928	38.911957	-86.042516                                                                                                               
267	43020	Shawano, WI Micro Area	2	3239659345	60905508	1250.84	23.516	44.851643	-88.745543                                                                                                              
416	43060	Shawnee, OK Micro Area	2	2040375638	14845673	787.793	5.732	35.211391	-96.957004                                                                                                               
172	43140	Shelby-Kings Mountain, NC Micro Area	2	1202409706	10168594	464.253	3.926	35.33463	-81.557114                                                                                                  
400	43180	Shelbyville, TN Micro Area	2	1226719752	2980759	473.639	1.151	35.51366	-86.458294                                                                                                             
500	43220	Shelton, WA Micro Area	2	2485231718	236956999	959.553	91.49	47.350832	-123.173103                                                                                                             
206	43300	Sherman-Denison, TX Metro Area	1	2416024355	120093895	932.832	46.369	33.624548	-96.675777                                                                                                     
508	43340	Shreveport-Bossier City, LA Metro Area	1	6722583837	266607846	2595.604	102.938	32.437682	-93.744884                                                                                           
212	43380	Sidney, OH Micro Area	2	1055922235	7802978	407.694	3.013	40.33668	-84.204142                                                                                                                  
164	43460	Sikeston, MO Micro Area	2	2153839951	59688646	831.602	23.046	36.94283	-89.427601                                                                                                              
512	43580	Sioux City, IA-NE-SD Metro Area	1	4138617884	37440028	1597.929	14.456	42.508037	-96.311314                                                                                                    
406	43640	Slidell-Mandeville-Covington, LA Metro Area	1	2189230967	648416022	845.267	250.355	30.410022	-89.951962                                                                                       
306	43740	Somerset, PA Micro Area	2	2784359433	17101197	1075.047	6.603	39.981297	-79.028486                                                                                                             
515	43780	South Bend-Mishawaka, IN-MI Metro Area	1	2455064881	56433148	947.906	21.789	41.774981	-86.123014                                                                                              
317	43890	Sparta, WI Micro Area	2	2333329776	18586766	900.904	7.176	43.945175	-90.619969                                                                                                                
273	43900	Spartanburg, SC Metro Area	1	3423993502	33927855	1322.011	13.1	34.83462	-81.842401                                                                                                            
452	43940	Spearfish, SD Micro Area	2	2072127356	667509	800.053	0.258	44.348514	-103.806362                                                                                                              
517	43980	Spencer, IA Micro Area	2	1469139451	13866670	567.238	5.354	43.081224	-95.149875                                                                                                               
517	44020	Spirit Lake, IA Micro Area	2	985574543	60680641	380.532	23.429	43.389611	-95.196057                                                                                                           
518	44060	Spokane-Spokane Valley, WA Metro Area	1	10984985435	206340854	4241.327	79.669	48.091618	-117.663472                                                                                           
522	44100	Springfield, IL Metro Area	1	3062974172	25388184	1182.621	9.802	39.828621	-89.696067                                                                                                          
521	44140	Springfield, MA Metro Area	1	1598035447	44416565	617.005	17.149	42.136198	-72.635648                                                                                                          
212	44220	Springfield, OH Metro Area	1	1025322040	14608568	395.879	5.64	39.917032	-83.783676                                                                                                            
523	44260	Starkville, MS Micro Area	2	2277628045	14930945	879.397	5.765	33.514617	-89.077508                                                                                                            
524	44300	State College, PA Metro Area	1	2867787635	11295681	1107.259	4.361	40.909322	-77.847667                                                                                                        
496	44340	Statesboro, GA Micro Area	2	2224425428	43127586	858.855	16.652	32.351704	-81.775036                                                                                                           
277	44420	Staunton-Stuarts Draft, VA Metro Area	1	2595074275	10049475	1001.964	3.88	38.160958	-79.127632                                                                                                
221	44580	Sterling, IL Micro Area	2	1771808920	31883751	684.099	12.31	41.750673	-89.911005                                                                                                              
554	44620	Stevens Point-Plover, WI Micro Area	2	2074252978	56835086	800.874	21.944	44.476246	-89.49807                                                                                                  
488	44700	Stockton-Lodi, CA Metro Area	1	3605878834	89000661	1392.238	34.363	37.934982	-121.272244                                                                                                      
310	44780	Sturgis, MI Micro Area	2	1296649452	52802551	500.639	20.387	41.911488	-85.52287                                                                                                               
206	44860	Sulphur Springs, TX Micro Area	2	1987637219	65631763	767.431	25.341	33.148967	-95.565434                                                                                                      
174	44900	Summerville, GA Micro Area	2	811512397	570806	313.327	0.22	34.474178	-85.345289                                                                                                               
192	44940	Sumter, SC Metro Area	1	1722544866	44046815	665.078	17.007	33.91614	-80.382376                                                                                                                
146	44980	Sunbury, PA Micro Area	2	1522937224	55812859	588.009	21.549	40.885514	-76.712649                                                                                                              
101	45020	Sweetwater, TX Micro Area	2	2362061769	5052159	911.997	1.951	32.312338	-100.418108                                                                                                            
532	45060	Syracuse, NY Metro Area	1	6176767440	1020639402	2384.863	394.071	43.006516	-76.196134                                                                                                         
142	45180	Talladega-Sylacauga, AL Micro Area	2	3594195704	100863396	1387.727	38.944	33.186086	-86.197757                                                                                                
533	45220	Tallahassee, FL Metro Area	1	6188259526	1115064917	2389.3	430.529	30.346366	-84.267001                                                                                                        
522	45380	Taylorville, IL Micro Area	2	1837552894	16227346	709.483	6.265	39.545524	-89.279593                                                                                                           
122	45580	Thomaston, GA Micro Area	2	837774877	10585407	323.467	4.087	32.881837	-84.292283                                                                                                              
248	45660	Tiffin, OH Micro Area	2	1427151723	4576816	551.026	1.767	41.119992	-83.127547                                                                                                                 
405	45860	Torrington, CT Micro Area	2	2037392868	55597912	786.642	21.466	41.854809	-73.221494                                                                                                           
408	45940	Trenton-Princeton, NJ Metro Area	1	581404579	11327997	224.482	4.374	40.282503	-74.703724                                                                                                      
472	46020	Truckee-Grass Valley, CA Micro Area	2	2480587300	41531993	957.76	16.036	39.297508	-120.771343                                                                                                 
536	46060	Tucson, AZ Metro Area	1	23798578890	5112015	9188.683	1.974	32.128038	-111.783657                                                                                                              
400	46100	Tullahoma-Manchester, TN Micro Area	2	1445695253	17572915	558.186	6.785	35.44674	-86.134324                                                                                                   
538	46140	Tulsa, OK Metro Area	1	16239942686	491843157	6270.277	189.902	36.254442	-96.177298                                                                                                            
539	46180	Tupelo, MS Micro Area	2	3620143875	36464255	1397.745	14.079	34.384239	-88.508626                                                                                                              
540	46340	Tyler, TX Metro Area	1	2386635985	73132026	921.485	28.236	32.375105	-95.268939                                                                                                                
542	46460	Union City, TN Micro Area	2	1411149170	27448111	544.848	10.598	36.361892	-89.148078                                                                                                           
212	46500	Urbana, OH Micro Area	2	1111045220	2180178	428.977	0.842	40.132775	-83.767604                                                                                                                 
490	46580	Utuado, PR Micro Area	2	294066703	3979313	113.54	1.536	18.270865	-66.702989                                                                                                                   
488	46700	Vallejo, CA Metro Area	1	2128287413	218614922	821.736	84.408	38.267226	-121.939594                                                                                                            
338	46780	Van Wert, OH Micro Area	2	1059692859	3287921	409.15	1.269	40.85552	-84.585775                                                                                                                 
298	46980	Vicksburg, MS Micro Area	2	1524302185	77744204	588.536	30.017	32.356095	-90.852384                                                                                                            
544	47020	Victoria, TX Metro Area	1	4491292596	36526857	1734.098	14.103	28.731455	-97.196993                                                                                                            
428	47220	Vineland, NJ Metro Area	1	1251948171	503663195	483.38	194.465	39.328434	-75.121628                                                                                                            
545	47260	Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area	1	8292815708	3500594146	3201.874	1351.587	36.837289	-76.391849                                                                            
244	47420	Wahpeton, ND-MN Micro Area	2	5663558850	25515714	2186.712	9.852	46.29395	-96.790701                                                                                                           
314	47460	Walla Walla, WA Metro Area	1	3289370350	74932288	1270.033	28.932	46.254606	-118.48037                                                                                                         
338	47540	Wapakoneta, OH Micro Area	2	1039590222	1339586	401.388	0.517	40.561309	-84.224018                                                                                                             
356	47580	Warner Robins, GA Metro Area	1	1363470130	12387462	526.439	4.783	32.492806	-83.711084                                                                                                         
312	47660	Warrensburg, MO Micro Area	2	2147779483	10177071	829.262	3.929	38.741528	-93.811863                                                                                                           
515	47700	Warsaw, IN Micro Area	2	1376439341	59432000	531.446	22.947	41.244293	-85.861575                                                                                                               
274	47820	Washington, NC Micro Area	2	2156776424	336988229	832.736	130.112	35.482313	-76.842014                                                                                                         
548	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	1	15627225328	784720967	6033.706	302.982	38.829787	-77.495684                                                                         
198	47920	Washington Court House, OH Micro Area	2	1052469885	1694038	406.361	0.654	39.555246	-83.461893                                                                                                 
405	47930	Waterbury-Shelton, CT Metro Area	1	1069106360	22747873	412.784	8.783	41.518931	-73.087906                                                                                                     
376	48020	Watertown-Fort Atkinson, WI Micro Area	2	1441308987	67985150	556.493	26.249	43.013804	-88.773985                                                                                              
554	48140	Wausau, WI Metro Area	1	4002148704	80538130	1545.238	31.096	44.898036	-89.757823                                                                                                              
120	48200	Waynesville, NC Micro Area	2	1433713850	2438478	553.56	0.942	35.558882	-82.981307                                                                                                             
555	48220	Weatherford, OK Micro Area	2	5158914522	48905635	1991.868	18.883	35.449463	-98.991295                                                                                                         
430	48260	Weirton-Steubenville, WV-OH Metro Area	1	1502011863	29944993	579.93	11.562	40.388914	-80.701966                                                                                               
376	48580	Whitewater-Elkhorn, WI Micro Area	2	1438565987	54811398	555.433	21.163	42.66811	-88.541731                                                                                                    
556	48620	Wichita, KS Metro Area	1	10743634885	85947050	4148.141	33.184	37.637896	-97.246287                                                                                                            
422	48680	Wildwood-The Villages, FL Metro Area	1	1442996383	58752797	557.144	22.685	28.713326	-82.069522                                                                                                
558	48700	Williamsport, PA Metro Area	1	3182887151	38917209	1228.92	15.026	41.343882	-77.055262                                                                                                         
178	48940	Wilmington, OH Micro Area	2	1058609497	9329331	408.731	3.602	39.416681	-83.804583                                                                                                             
468	48980	Wilson, NC Micro Area	2	952012884	14332533	367.574	5.534	35.700357	-77.921598                                                                                                                 
400	49010	Winchester, TN Micro Area	2	1425977401	55050145	550.573	21.255	35.155926	-86.099203                                                                                                           
548	49020	Winchester, VA-WV Metro Area	1	2752457928	16816718	1062.73	6.493	39.272974	-78.471828                                                                                                         
462	49100	Winona, MN Micro Area	2	1621827299	40014767	626.191	15.45	43.981353	-91.777044                                                                                                                
268	49180	Winston-Salem, NC Metro Area	1	5203302512	81506279	2009.006	31.47	36.078852	-80.345064                                                                                                        
554	49220	Wisconsin Rapids-Marshfield, WI Micro Area	2	2053911643	42041349	793.02	16.232	44.461413	-90.038825                                                                                           
184	49300	Wooster, OH Micro Area	2	1436897058	5040384	554.789	1.946	40.829661	-81.887194                                                                                                                
148	49340	Worcester, MA Metro Area	1	3912636723	177350055	1510.678	68.475	42.311693	-71.940282                                                                                                          
276	49620	York-Hanover, PA Metro Area	1	2342261954	16503410	904.352	6.372	39.921751	-76.728889                                                                                                          
566	49660	Youngstown-Warren, OH Metro Area	1	2665299885	83239238	1029.078	32.139	41.195092	-80.76508                                                                                                    
472	49700	Yuba City, CA Metro Area	1	3197863363	45895634	1234.702	17.72	39.160969	-121.511833                                                                                                           
198	49780	Zanesville, OH Micro Area	2	1721165824	20823924	664.546	8.04	39.966046	-81.943506                                                                                                             
	45000	Susanville, CA Micro Area	2	11762090640	462950977	4541.369	178.746	40.715287	-120.621223                                                                                                         
	17020	Chico, CA Metro Area	1	4238545149	105204062	1636.512	40.62	39.665336	-121.603209                                                                                                                 
	26020	Hobbs, NM Micro Area	2	11374066521	8147103	4391.552	3.146	32.795687	-103.413271                                                                                                                  
	34020	Morgan City, LA Micro Area	2	1446581820	1453489232	558.528	561.195	29.629349	-91.463804                                                                                                          
	35020	Natchez, MS-LA Micro Area	2	4345954362	218075392	1677.982	84.199	31.542918	-91.382533                                                                                                            
	42020	San Luis Obispo-Paso Robles, CA Metro Area	1	8549140866	815650229	3300.842	314.924	35.388189	-120.448897                                                                                         
	39040	Port Townsend, WA Micro Area	2	4671633806	994992501	1803.728	384.169	47.805708	-123.527057                                                                                                       
	11060	Altus, OK Micro Area	2	2078860497	4114418	802.653	1.589	34.594006	-99.412235                                                                                                                     
	19060	Cumberland, MD-WV Micro Area	2	1942699600	18177245	750.081	7.018	39.532185	-78.807082                                                                                                            
	20060	Douglas, GA Micro Area	2	2421558668	31635905	934.969	12.215	31.459541	-82.867327                                                                                                                 
	25060	Gulfport-Biloxi, MS Metro Area	1	5739183638	2105719459	2215.911	813.023	30.480153	-88.999297                                                                                                     
	28060	Kalispell, MT Micro Area	2	13176051588	436959228	5087.302	168.711	48.295422	-114.052059                                                                                                          
	30060	Lebanon, MO Micro Area	2	1980373786	8720826	764.627	3.367	37.659698	-92.594843                                                                                                                   
	34060	Morgantown, WV Metro Area	1	2613057434	21655446	1008.907	8.361	39.525155	-79.801912                                                                                                              
	35060	Natchitoches, LA Micro Area	2	3245276855	120549024	1253.008	46.544	31.732509	-93.082546                                                                                                          
	37060	Oxford, MS Micro Area	2	2846003186	195246033	1098.848	75.385	34.221062	-89.584602                                                                                                                
	39060	Pottsville, PA Micro Area	2	2016509901	10820294	778.579	4.178	40.703682	-76.217788                                                                                                               
	40060	Richmond, VA Metro Area	1	11303604082	330877145	4364.346	127.752	37.412237	-77.44372                                                                                                             
	48060	Watertown-Fort Drum, NY Metro Area	1	3283924240	1524538853	1267.93	588.628	43.996389	-76.052968                                                                                                  
	47080	Vidalia, GA Micro Area	2	1567357673	27261859	605.16	10.526	32.154218	-82.411379                                                                                                                  
	49080	Winnemucca, NV Micro Area	2	24969535383	44194899	9640.792	17.064	41.407914	-118.127591                                                                                                           
	10100	Aberdeen, SD Micro Area	2	7353004126	111384253	2839.011	43.006	45.519435	-98.7007                                                                                                                
	15100	Brookings, SD Micro Area	2	2051833292	32942236	792.217	12.719	44.376675	-96.797797                                                                                                               
	16100	Carlsbad-Artesia, NM Micro Area	2	10816692054	56489010	4176.348	21.811	32.457835	-104.306434                                                                                                     
	18100	Columbus, NE Micro Area	2	2814223018	37627050	1086.578	14.528	41.574696	-97.353145                                                                                                               
	25100	Guymon, OK Micro Area	2	5286923168	19169341	2041.293	7.401	36.746317	-101.483855                                                                                                                 
	27100	Jackson, MI Metro Area	1	1817919505	55918789	701.903	21.59	42.248474	-84.420868                                                                                                                  
	32100	Marquette, MI Micro Area	2	4685463544	4185295221	1809.068	1615.952	46.656596	-87.584028                                                                                                          
	36100	Ocala, FL Metro Area	1	4114025502	192250275	1588.434	74.228	29.202805	-82.0431                                                                                                                   
	41100	St. George, UT Metro Area	1	6287425958	7782767	2427.589	3.005	37.262531	-113.4878                                                                                                                
	43100	Sheboygan, WI Metro Area	1	1324828371	1967670377	511.519	759.722	43.738713	-87.731531                                                                                                            
	10140	Aberdeen, WA Micro Area	2	4924769828	834335108	1901.464	322.139	47.113732	-123.826735                                                                                                            
	11140	Americus, GA Micro Area	2	1682937493	27581090	649.786	10.649	32.098355	-84.224304                                                                                                                
	13140	Beaumont-Port Arthur, TX Metro Area	1	5441842224	747539443	2101.107	288.627	30.075928	-94.202705                                                                                                 
	14140	Bluefield, WV-VA Micro Area	2	2428769079	7362672	937.753	2.843	37.248463	-81.359375                                                                                                              
	16140	Carroll, IA Micro Area	2	1474877202	2145349	569.453	0.828	42.039502	-94.86765                                                                                                                    
	20140	Dublin, GA Micro Area	2	2875805280	38095092	1110.355	14.709	32.530355	-82.856622                                                                                                                 
	22140	Farmington, NM Metro Area	1	14289564687	54893983	5517.232	21.195	36.511624	-108.324578                                                                                                           
	24140	Goldsboro, NC Metro Area	1	1434651140	9842326	553.922	3.8	35.35419	-78.00867                                                                                                                     
	26140	Homosassa Springs, FL Metro Area	1	1507201245	981107661	581.934	378.808	28.850292	-82.595552                                                                                                     
	32140	Marshall, MN Micro Area	2	1850315111	18794794	714.411	7.257	44.409195	-95.847268                                                                                                                 
	45140	Tahlequah, OK Micro Area	2	1940229542	69660639	749.127	26.896	35.904367	-94.996796                                                                                                               
	30150	Lebanon-Claremont, NH-VT Micro Area	2	10107756583	174767345	3902.627	67.478	43.785726	-72.159142                                                                                                 
	39150	Prescott Valley-Prescott, AZ Metro Area	1	21038297494	11358280	8122.932	4.385	34.631071	-112.577225                                                                                              
	14180	Blytheville, AR Micro Area	2	2336409875	72224609	902.093	27.886	35.766944	-90.052207                                                                                                             
	21180	Elkins, WV Micro Area	2	2692810852	667359	1039.7	0.258	38.781095	-79.867788                                                                                                                      
	27180	Jackson, TN Metro Area	1	4431944976	7224174	1711.184	2.789	35.753215	-88.882692                                                                                                                  
	28180	Kapaa, HI Micro Area	2	1605377396	1674359172	619.84	646.474	22.012038	-159.705965                                                                                                                
	32180	Marshall, MO Micro Area	2	1956761954	29542462	755.51	11.406	39.13584	-93.204164                                                                                                                  
	38180	Pierre, SD Micro Area	2	5661617810	341706912	2185.963	131.934	44.404897	-100.484817                                                                                                              
	40180	Riverton, WY Micro Area	2	23785405153	212752232	9183.597	82.144	43.054831	-108.608935                                                                                                            
	44180	Springfield, MO Metro Area	1	7788023691	35512307	3006.973	13.711	37.36087	-93.180262                                                                                                             
	47180	Vincennes, IN Micro Area	2	1335995220	20908206	515.831	8.073	38.688381	-87.420358                                                                                                                
	48180	Waycross, GA Micro Area	2	3210821855	29815220	1239.705	11.512	31.133114	-82.36865                                                                                                                
	25200	Hailey, ID Micro Area	2	12725480825	67793449	4913.336	26.175	43.325486	-114.19734                                                                                                                
	42200	Santa Maria-Santa Barbara, CA Metro Area	1	7080874935	2729198796	2733.941	1053.75	34.536677	-120.038364                                                                                          
	38210	Pikeville, KY Micro Area	2	3054948712	12301715	1179.522	4.75	37.499366	-82.509794                                                                                                                
	10220	Ada, OK Micro Area	2	1865705452	12725534	720.353	4.913	34.721421	-96.691804                                                                                                                      
	13220	Beckley, WV Metro Area	1	3281319080	27863210	1266.924	10.758	37.905659	-81.163748                                                                                                                
	15220	Brownwood, TX Micro Area	2	2446120254	32375524	944.452	12.5	31.764137	-98.998456                                                                                                                 
	16220	Casper, WY Metro Area	1	13831927739	90969877	5340.537	35.124	42.977645	-106.768219                                                                                                               
	20220	Dubuque, IA Metro Area	1	1575486018	21140740	608.299	8.162	42.463481	-90.878771                                                                                                                  
	19220	Danville, KY Micro Area	2	1329284725	15522624	513.24	5.993	37.507848	-84.735684                                                                                                                  
	21220	Elko, NV Micro Area	2	55293629493	86215506	21348.991	33.288	40.906086	-115.554577                                                                                                                
	22220	Fayetteville-Springdale-Rogers, AR Metro Area	1	6794659915	130195655	2623.433	50.269	36.116394	-94.079545                                                                                        
	24220	Grand Forks, ND-MN Metro Area	1	8824646609	77682999	3407.215	29.994	47.835929	-96.842681                                                                                                         
	26220	Hood River, OR Micro Area	2	1352477354	29044350	522.194	11.214	45.511775	-121.655976                                                                                                             
	27220	Jackson, WY-ID Micro Area	2	11514921956	573735666	4445.936	221.521	44.048662	-110.426087                                                                                                         
	31220	Ludington, MI Micro Area	2	1281963203	1935616622	494.969	747.346	43.957196	-86.442937                                                                                                            
	34220	Moultrie, GA Micro Area	2	1416897182	24791336	547.067	9.572	31.189707	-83.769773                                                                                                                 
	39220	Price, UT Micro Area	2	3831481453	15484604	1479.343	5.979	39.673284	-110.588484                                                                                                                  
	40220	Roanoke, VA Metro Area	1	4836988286	72207437	1867.572	27.879	37.286226	-79.946935                                                                                                                
	42220	Santa Rosa-Petaluma, CA Metro Area	1	4080103615	497291856	1575.337	192.005	38.525182	-122.92611                                                                                                  
	46220	Tuscaloosa, AL Metro Area	1	9047549740	167118547	3493.279	64.525	33.097877	-87.799147                                                                                                            
	47240	Vineyard Haven, MA Micro Area	2	267292993	1004291415	103.202	387.759	41.38097	-70.701499                                                                                                         
	12260	Augusta-Richmond County, GA-SC Metro Area	1	9014968366	262380999	3480.699	101.306	33.460371	-81.982833                                                                                           
	11260	Anchorage, AK Metro Area	1	68412985449	2066200788	26414.402	797.765	62.212784	-149.678222                                                                                                        
	15260	Brunswick-St. Simons, GA Metro Area	1	3351974872	808613951	1294.205	312.208	31.301739	-81.588909                                                                                                 
	16260	Cedar City, UT Micro Area	2	8537032446	11390957	3296.167	4.398	37.909304	-113.30674                                                                                                              
	18260	Cookeville, TN Micro Area	2	3936993913	42129555	1520.082	16.266	36.190707	-85.463759                                                                                                             
	19260	Danville, VA Micro Area	2	2620563892	26231518	1011.805	10.128	36.811853	-79.400122                                                                                                               
	21260	Ellensburg, WA Micro Area	2	5949957158	92507199	2297.291	35.717	47.124441	-120.676709                                                                                                            
	22260	Fergus Falls, MN Micro Area	2	5106510663	654470600	1971.635	252.693	46.405727	-95.714581                                                                                                         
	24260	Grand Island, NE Metro Area	1	4153287467	54189876	1603.593	20.923	41.083926	-98.374218                                                                                                           
	28260	Kearney, NE Micro Area	2	3844679271	18931382	1484.439	7.309	40.738595	-99.031788                                                                                                                 
	31260	Lufkin, TX Micro Area	2	2066462047	173298854	797.865	66.911	31.251896	-94.611134                                                                                                                 
	29260	La Grande, OR Micro Area	2	5275651491	4936782	2036.941	1.906	45.304081	-117.999149                                                                                                               
	34260	Mountain Home, AR Micro Area	2	1434675033	84916246	553.931	32.786	36.280268	-92.329949                                                                                                           
	32260	Marshalltown, IA Micro Area	2	1482776070	1803080	572.503	0.696	42.0417	-92.981403                                                                                                                
	38260	Pittsburg, KS Micro Area	2	1527499260	13573629	589.771	5.241	37.505821	-94.853897                                                                                                                
	41260	St. Marys, PA Micro Area	2	2141664026	12792134	826.901	4.939	41.427332	-78.653937                                                                                                                
	43260	Sheridan, WY Micro Area	2	6535475080	7986330	2523.361	3.084	44.781369	-106.881211                                                                                                                
	49260	Woodward, OK Micro Area	2	3218801189	9693573	1242.786	3.743	36.425619	-99.273661                                                                                                                 
	12300	Augusta-Waterville, ME Micro Area	2	2246739232	216791392	867.471	83.704	44.417012	-69.765764                                                                                                     
	13300	Beeville, TX Micro Area	2	2279809489	246409	880.239	0.095	28.416077	-97.742586                                                                                                                   
	18300	Coos Bay-North Bend, OR Micro Area	2	4133733924	544707630	1596.044	210.313	43.18591	-124.094133                                                                                                  
	17300	Clarksville, TN-KY Metro Area	1	5589292735	218018718	2158.038	84.178	36.69571	-87.624307                                                                                                         
	20300	Dumas, TX Micro Area	2	2330207190	25699789	899.698	9.923	35.835676	-101.890502                                                                                                                   
	24300	Grand Junction, CO Metro Area	1	8621348062	31991711	3328.721	12.352	39.019524	-108.460571                                                                                                        
	30300	Lewiston, ID-WA Metro Area	1	3844567743	32544610	1484.396	12.566	46.251696	-116.925017                                                                                                           
	32300	Martinsville, VA Micro Area	2	1018659273	5405363	393.307	2.087	36.682503	-79.872564                                                                                                              
	33300	Milledgeville, GA Micro Area	2	670028049	24803188	258.699	9.577	33.05949	-83.255457                                                                                                              
	37300	Palestine, TX Micro Area	2	2752164823	39845046	1062.617	15.384	31.841261	-95.661727                                                                                                              
	42300	Sault Ste. Marie, MI Micro Area	2	4036530069	2952489353	1558.513	1139.963	46.321819	-84.52063                                                                                                    
	46300	Twin Falls, ID Metro Area	1	6524845838	30969585	2519.257	11.957	42.440397	-114.568729                                                                                                            
	45300	Tampa-St. Petersburg-Clearwater, FL Metro Area	1	6516149590	3648638811	2515.9	1408.747	28.120541	-82.525188                                                                                      
	47300	Visalia, CA Metro Area	1	12493843650	37260863	4823.9	14.387	36.228834	-118.781055                                                                                                                
	48300	Wenatchee-East Wenatchee, WA Metro Area	1	12277634917	266210540	4740.422	102.784	47.76611	-120.270197                                                                                            
	43320	Show Low, AZ Micro Area	2	25769074415	24121089	9949.496	9.313	35.390785	-110.321025                                                                                                              
	17340	Clearlake, CA Micro Area	2	3250693464	189054363	1255.1	72.994	39.108009	-122.745217                                                                                                              
	22340	Fitzgerald, GA Micro Area	2	647802704	9813798	250.118	3.789	31.740772	-83.147197                                                                                                                 
	26340	Houghton, MI Micro Area	2	4012447111	15329022675	1549.215	5918.569	47.367297	-88.351332                                                                                                          
	27340	Jacksonville, NC Metro Area	1	1973791551	370648831	762.085	143.108	34.763109	-77.499469                                                                                                          
